date,tv,fb,context_0_center,context_100_center,fb_contribution,tv_contribution,bookings_noiseless,bookings_noisy,bookings_noisy_context
2015-03-27,9490,4693,-0.6494590172043749,99.35054098279562,988697,1898000,12886697,13684819.217088424,13165252.003324924
2015-03-28,2006,2889,0.8610469605412914,100.86104696054129,843299,401200,11244499,11666700.701834302,12355538.270267336
2015-03-29,791,2708,-0.5250886549051802,99.47491134509482,825461,158200,10983661,10756526.493568404,10336455.56964426
2015-03-30,7592,2980,-0.5783922916770815,99.42160770832292,851973,1518400,12370373,11766528.555108458,11303814.721766792
2015-03-31,6616,3750,1.149733090472233,101.14973309047224,918836,1323200,12242036,13614579.922591941,14534366.394969728
2015-04-01,5857,5216,-0.647442769292631,99.35255723070738,1023268,1171400,12194668,12686007.217477819,12168053.002043715
2015-04-02,3272,5725,0.505229162208109,100.50522916220811,1054657,654400,11709057,11925880.782005703,12330064.11177219
2015-04-03,457,6484,0.894685288935826,100.89468528893583,1098019,91400,11189419,10944800.463078178,11660548.694226839
2015-04-04,7611,3879,1.1235988255377098,101.12359882553771,929071,1522200,12451271,13023634.434146736,13922513.494576903
2015-04-05,687,5173,-0.1507808016666688,99.84921919833333,1020520,137400,11157920,10926606.882060086,10805982.240726752
2015-04-06,4293,2531,0.2904022018235407,100.29040220182354,807191,858600,11665791,10975253.945195632,11207575.706654465
2015-04-07,8604,7459,0.8502637803843488,100.85026378038435,1148788,1720800,12869588,13231221.332891665,13911432.357199144
2015-04-08,8661,4177,1.4409848132295204,101.44098481322952,951834,1732200,12684034,12025200.48960466,13177988.340188276
2015-04-09,4714,3561,-0.283440153043306,99.7165598469567,903387,942800,11846187,11358803.332082164,11132051.20964752
2015-04-10,4504,6619,-0.748284201067771,99.25171579893222,1105354,900800,12006154,12602798.243226858,12004170.88237264
2015-04-11,1110,5463,-0.9255328744213481,99.07446712557865,1038756,222000,11260756,11637090.560099859,10896664.260562781
2015-04-12,6424,5304,1.0029252027954159,101.00292520279541,1028844,1284800,12313644,11250601.249158151,12052941.411394484
2015-04-13,732,3760,-0.7550512438959137,99.24494875610408,919638,146400,11066038,11109107.597436495,10505066.602319764
2015-04-14,7249,5462,-0.2517385921379538,99.74826140786205,1038694,1449800,12488494,12525009.732247371,12323618.858537009
2015-04-15,3890,6923,1.319388006837984,101.31938800683798,1121496,778000,11899496,12616071.870069986,13671582.275540374
2015-04-16,9055,6438,-1.912546770448255,98.08745322955174,1095495,1811000,12906495,13017096.67572891,11487059.259370305
2015-04-17,6747,4118,0.5609113157722833,100.56091131577229,947420,1349400,12296820,12789880.751653139,13238609.804270966
2015-04-18,6804,3519,0.0557042767348223,100.05570427673483,899876,1360800,12260676,11951590.436603244,11996153.857991103
2015-04-19,6149,6486,-2.146838021274475,97.85316197872552,1098128,1229800,12327928,12136552.197457338,10419081.780437758
2015-04-20,2064,7415,0.24440145538936148,100.24440145538937,1146600,412800,11559400,12097268.951925516,12292790.116237005
2015-04-21,4451,3599,0.5847715251998314,100.58477152519983,906538,890200,11796738,11391566.267317904,11859383.48747777
2015-04-22,6444,6805,0.670636627468774,100.67063662746878,1115290,1288800,12404090,12472335.2024566,13008844.504431618
2015-04-23,5143,7162,-1.606041750429693,98.3939582495703,1133841,1028600,12162441,12181958.198821794,10897124.798478039
2015-04-24,3883,7039,-0.28781625621867996,99.71218374378132,1127525,776600,11904125,12242933.445478428,12012680.440503484
2015-04-25,591,2803,0.22730354917196874,100.22730354917196,834924,118200,10953124,10644173.223103378,10826016.062440952
2015-04-26,6019,3728,-0.3661577752211271,99.63384222477887,917066,1203800,12120866,12113191.163801802,11820264.9436249
2015-04-27,5345,6237,1.092299395531268,101.09229939553127,1084317,1069000,12153317,11750818.52790432,12624658.044329334
2015-04-28,2094,2549,-0.44311286842107794,99.55688713157892,809089,418800,11227889,11257657.414474443,10903167.11973758
2015-04-29,3962,7299,-0.012875292406160038,99.98712470759384,1140789,792400,11933189,12264987.02057427,12254686.786649343
2015-04-30,753,6980,0.9321422587831384,100.93214225878314,1124467,150600,11275067,11926349.316638004,12672063.123664515
2015-05-01,5043,3085,0.12508929652349027,100.12508929652348,861755,1008600,11870355,12079693.10263867,12179764.539857462
2015-05-02,3862,6020,0.5488679021946995,100.5488679021947,1071963,772400,11844363,11759155.464679413,12198249.786435172
2015-05-03,3434,4477,0.5675017395800768,100.56750173958008,973629,686800,11660429,12014209.20240841,12468210.594072472
2015-05-04,4425,5507,0.3951358988278405,100.39513589882785,1041463,885000,11926463,11927713.2966148,12243822.015677072
2015-05-05,3852,4096,-0.3808363304562326,99.61916366954377,945762,770400,11716162,10873862.43706588,10569193.372700894
2015-05-06,7390,7299,1.1220684118186453,101.12206841181865,1140789,1478000,12618789,13047108.940015437,13944763.669470353
2015-05-07,7536,4609,-0.17191639037984832,99.82808360962015,982896,1507200,12490096,13109511.601063207,12971978.488759328
2015-05-08,4254,2977,0.6791820132236704,100.67918201322367,851690,850800,11702490,12450824.82330264,12994170.433881575
2015-05-09,1351,4072,0.47247757179516287,100.47247757179517,943947,270200,11214147,11006478.683570934,11384460.741007065
2015-05-10,3448,3465,0.19340089749321393,100.19340089749322,895319,689600,11584919,11268243.323336529,11422964.0413311
2015-05-11,3693,5371,-1.8160890843225888,98.18391091567742,1033046,738600,11771646,11822190.267832557,10369319.000374485
2015-05-12,7041,6197,0.2976674267642899,100.29766742676429,1082063,1408200,12490263,12963997.774224443,13202131.715635875
2015-05-13,9865,6015,-1.0773642748624332,98.92263572513757,1071674,1973000,13044674,11463485.33933029,10601593.919440342
2015-05-14,3371,3031,1.5207553044074158,101.52075530440742,856754,674200,11530954,10209244.502674155,11425848.746200088
2015-05-15,8308,5431,2.818564451712981,102.81856445171299,1036777,1661600,12698377,12527517.826664113,14782369.388034496
2015-05-16,4139,3428,-0.888948131445566,99.11105186855444,892167,827800,11719967,11607037.786373962,10895879.281217508
2015-05-17,8299,2857,0.6133685799472867,100.61336857994729,840204,1659800,12500004,11883070.377392855,12373765.241350684
2015-05-18,3489,5869,-0.8796552604267676,99.12034473957323,1063181,697800,11760981,11958630.15093396,11254905.942592546
2015-05-19,665,3324,-1.7058084325947929,98.2941915674052,883180,133000,11016180,11137604.008295795,9772957.26221996
2015-05-20,7196,5248,-0.36854084093618894,99.63145915906381,1025303,1439200,12464503,12911673.539390657,12616840.866641706
2015-05-21,2275,6295,0.7126447867773077,100.7126447867773,1087568,455000,11542568,11526895.074282458,12097010.903704304
2015-05-22,9058,4659,-0.7616706074088131,99.23832939259118,986358,1811600,12797958,12235307.601470815,11625971.115543764
2015-05-23,4639,4711,-0.27826306760729486,99.7217369323927,989930,927800,11917730,12494832.428159008,12272221.974073172
2015-05-24,9119,3800,0.5984325134871433,100.59843251348714,922832,1823800,12746632,12088067.622556958,12566813.633346673
2015-05-25,8416,6451,-0.5931631616106663,99.40683683838934,1096210,1683200,12779410,12691869.359447688,12217338.830159156
2015-05-26,3315,3381,-1.0056343128115983,98.9943656871884,888130,663000,11551130,11776758.820806384,10972251.370557105
2015-05-27,9371,5259,0.3469576467791428,100.34695764677915,1026001,1874200,12900201,13085552.280152038,13363118.397575352
2015-05-28,2960,6888,-0.10677552854530464,99.8932244714547,1119663,592000,11711663,12222063.382082708,12136642.959246464
2015-05-29,2364,3564,1.4695678012858202,101.46956780128582,903636,472800,11376436,11506970.975372642,12682625.216401298
2015-05-30,7474,3104,-0.10580165775049415,99.89419834224951,863500,1494800,12358300,12658680.770763662,12574039.444563266
2015-05-31,9094,5810,0.5479336834170875,100.54793368341709,1059706,1818800,12878506,13125638.646757469,13563985.593491139
2015-06-01,521,5381,-0.11037943440338809,99.88962056559662,1033670,104200,11137870,11100067.74032846,11011764.192805748
2015-06-02,9636,5256,0.8019068647355492,100.80190686473554,1025811,1927200,12953011,12636158.680052124,13277684.171840563
2015-06-03,8893,7035,0.891803086282279,100.89180308628228,1127318,1778600,12905918,12452022.29999799,13165464.769023811
2015-06-04,7238,4367,-0.1350641517832777,99.86493584821672,965760,1447600,12413360,12469912.725589443,12361861.40416282
2015-06-05,1616,5236,-0.46769579540988143,99.53230420459012,1024541,323200,11347741,11350034.469956191,10975877.833628286
2015-06-06,252,7418,-0.7007908364768708,99.29920916352313,1146749,50400,11197149,10330059.381091744,9769426.711910248
2015-06-07,4350,5818,0.12508422198335245,100.12508422198336,1060179,870000,11930179,11783671.500179099,11883738.87776578
2015-06-08,2966,5140,-0.31789085912863685,99.68210914087136,1018400,593200,11611600,12101143.787241064,11846831.099938154
2015-06-09,619,4619,-0.2692664304375137,99.73073356956249,983591,123800,11107391,11173090.705965105,10957677.561615095
2015-06-10,4252,6365,-0.7774067651493969,99.2225932348506,1091464,850400,11941864,11958988.815474693,11337063.403355176
2015-06-11,2838,5290,0.37452180346163133,100.37452180346163,1027961,567600,11595561,11131815.687577551,11431433.130346857
2015-06-12,8723,6409,-0.017786436748974052,99.98221356325102,1093898,1744600,12838498,13461774.975490812,13447545.826091632
2015-06-13,5579,4432,0.7293810840833473,100.72938108408334,970427,1115800,12086227,12179057.08342312,12762561.950689798
2015-06-14,8838,6638,-0.4342734241623557,99.56572657583764,1106378,1767600,12873978,13108215.864287246,12760797.124957362
2015-06-15,6359,3186,0.3918950929647265,100.39189509296473,870946,1271800,12142746,12513228.75382464,12826744.828196421
2015-06-16,184,6616,1.7535571090105904,101.75355710901059,1105192,36800,11141992,11104664.189948775,12507509.877157247
2015-06-17,2273,5659,-1.7812937076551514,98.21870629234485,1050700,454600,11505300,12367783.005069764,10942748.038945643
2015-06-18,5134,6572,-0.2961645435330765,99.70383545646692,1102812,1026800,12129612,11954296.581864376,11717364.947037915
2015-06-19,5220,6316,0.2802909762876822,100.28029097628769,1088740,1044000,12132740,12831975.323374469,13056208.104404615
2015-06-20,8709,2619,2.797455214977756,102.79745521497776,816382,1741800,12558182,12061521.591750635,14299485.76373284
2015-06-21,2177,4122,1.2865511314506817,101.28655113145068,947720,435400,11383120,11630130.79579086,12659371.700951405
2015-06-22,3679,5473,-1.6034108440377453,98.39658915596226,1039372,735800,11775172,10089365.647071421,8806636.971841225
2015-06-23,4056,6261,-0.4667442750430061,99.53325572495699,1085665,811200,11896865,12710843.655223293,12337448.235188888
2015-06-24,1184,5085,-0.7950882830612679,99.20491171693874,1014845,236800,11251645,12447246.942511538,11811176.316062523
2015-06-25,7804,6500,1.121368119572382,101.12136811957238,1098894,1560800,12659694,13097293.924760312,13994388.420418218
2015-06-26,4162,3209,-1.2113456067952322,98.78865439320477,873010,832400,11705410,12124976.692224532,11155900.206788346
2015-06-27,3239,4771,0.31822112803304464,100.31822112803304,994018,647800,11641818,11862490.93099951,12117067.833425947
2015-06-28,1647,5987,-0.2758501888203772,99.72414981117963,1070057,329400,11399457,11474424.857222835,11253744.706166534
2015-06-29,5212,6775,-1.4380808070537487,98.56191919294625,1113701,1042400,12156101,12158209.079678548,11007744.434035549
2015-06-30,4597,7202,1.090561683136614,101.09056168313661,1135879,919400,12055279,12864892.893441727,13737342.239951018
2015-07-01,7536,4147,2.0302021518159767,102.03020215181597,949595,1507200,12456795,12221634.366911082,13845796.088363864
2015-07-02,526,5093,0.3505356214944603,100.35053562149446,1015364,105200,11120564,11534881.076762281,11815309.57395785
2015-07-03,9883,6767,1.0971852349244784,101.09718523492448,1113276,1976600,13089876,13040716.453445502,13918464.641385084
2015-07-04,3700,3133,0.851648509377641,100.85164850937764,866149,740000,11606149,11392927.867447767,12074246.67494988
2015-07-05,3080,4731,1.3568968170071918,101.3568968170072,991297,616000,11607297,11252137.159747556,12337654.613353308
2015-07-06,1498,2839,1.9422537135893623,101.94225371358937,838452,299600,11138052,11118267.774318164,12672070.745189654
2015-07-07,3672,4622,-0.36014707850947664,99.63985292149053,983799,734400,11718199,12656185.205250025,12368067.542442443
2015-07-08,9297,5761,0.5326918148908498,100.53269181489085,1056802,1859400,12916202,12569967.435710534,12996120.887623215
2015-07-09,680,4408,-0.14769066896739005,99.85230933103261,968709,136000,11104709,11429587.038903244,11311434.503729332
2015-07-10,9137,4072,0.32318114186300645,100.323181141863,943947,1827400,12771347,12685935.413456041,12944480.326946447
2015-07-11,6230,7497,-2.1712446349327026,97.8287553650673,1150670,1246000,12396670,12817006.534409357,11080010.826463195
2015-07-12,110,2613,-1.5283041966166504,98.47169580338335,815763,22000,10837763,11711650.441875687,10489007.084582366
2015-07-13,5954,4619,1.4429417650907304,101.44294176509074,983591,1190800,12174391,12517830.740467887,13672184.152540471
2015-07-14,8217,5990,-0.6583302294232206,99.34166977057679,1070230,1643400,12713630,12677365.907073028,12150701.723534452
2015-07-15,4719,4917,0.6075316316053858,100.60753163160538,1003818,943800,11947618,11982551.313246286,12468576.618530594
2015-07-16,4921,5977,0.200596092218628,100.20059609221863,1069478,984200,12053678,12019803.461685656,12180280.335460559
2015-07-17,7920,5371,0.41796168306250747,100.4179616830625,1033046,1584000,12617046,12680049.230329145,13014418.576779151
2015-07-18,6078,3304,0.7228416467493752,100.72284164674937,881429,1215600,12097029,12894930.918998193,13473204.236397693
2015-07-19,4789,4536,1.1552472316907851,101.15524723169078,977795,957800,11935595,11743857.509839334,12668055.295191962
2015-07-20,9481,6470,1.5918866822804274,101.59188668228043,1097252,1896200,12993452,11215340.332618738,12488849.67844308
2015-07-21,7283,3395,0.5483474951135989,100.5483474951136,889337,1456600,12345937,12744261.019872421,13182939.015963301
2015-07-22,816,3528,-1.3587424336237057,98.6412575663763,900631,163200,11063831,10981736.457568388,9894742.510669423
2015-07-23,1981,6722,0.24436089040051975,100.24436089040051,1110880,396200,11507080,11536309.809514241,11731798.521834657
2015-07-24,37,3804,-0.131550127717326,99.86844987228267,923150,7400,10930550,11334541.562444923,11229301.460271062
2015-07-25,3973,2940,-0.44877342560655026,99.55122657439345,848184,794600,11642784,12557068.852277923,12198050.111792684
2015-07-26,3968,6085,-0.3740835630436944,99.6259164369563,1075696,793600,11869296,12071118.050062891,11771851.199627936
2015-07-27,2513,6949,1.2868916114665874,101.28689161146659,1122853,502600,11625453,11460994.651997993,12490507.941171262
2015-07-28,867,2682,-0.5612612750588482,99.43873872494115,822831,173400,10996231,11238940.689956393,10789931.669909315
2015-07-29,3173,7089,0.18854531545229847,100.1885453154523,1130102,634600,11764702,12363640.618527608,12514476.870889448
2015-07-30,3148,2574,-0.06778224387195218,99.93221775612805,811710,629600,11441310,12101418.93108427,12047193.135986708
2015-07-31,3147,7178,-0.9983178180126622,99.00168218198733,1134658,629400,11764058,12684643.97777212,11885989.723361991
2015-08-01,6618,3874,-0.5450371525436343,99.45496284745637,928678,1323600,12252278,12441699.233747901,12005669.511712994
2015-08-02,1173,5193,2.5090698740304003,102.5090698740304,1021800,234600,11256400,10673105.462341752,12680361.361566072
2015-08-03,8258,7017,-1.4757391521846432,98.52426084781536,1126387,1651600,12777987,11794326.479452008,10613735.157704294
2015-08-04,4768,5022,-1.0230452481407164,98.97695475185928,1010740,953600,11964340,12337731.329023212,11519295.13051064
2015-08-05,6410,6931,0.4947253988054015,100.4947253988054,1121914,1282000,12403914,12887124.448348178,13282904.7673925
2015-08-06,4399,4507,0.534406646337713,100.53440664633771,975752,879800,11855552,12336422.227247436,12763947.544317607
2015-08-07,1031,5943,0.1079734203925331,100.10797342039254,1067504,206200,11273704,10959438.722924445,11045817.459238471
2015-08-08,6555,6380,0.28093630352009946,100.2809363035201,1092295,1311000,12403295,11659734.361073008,11884483.403889088
2015-08-09,7369,6207,0.0897015410015488,100.08970154100155,1082627,1473800,12556427,12907011.390365025,12978772.623166265
2015-08-10,5329,5911,-0.8055394267716932,99.19446057322831,1065639,1065800,12131439,11727570.811550252,11083139.270132897
2015-08-11,6277,5063,-0.5975624901487255,99.40243750985127,1013416,1255400,12268816,12601084.36159676,12123034.369477779
2015-08-12,1444,6252,-0.3506338717337471,99.64936612826625,1085160,288800,11373960,10680146.342093296,10399639.2447063
2015-08-13,2001,3112,0.6953965291395103,100.69539652913951,864232,400200,11264432,10810979.43131479,11367296.6546264
2015-08-14,97,5307,-0.04366339166378402,99.95633660833622,1029033,19400,11048433,11811108.939738465,11776178.226407439
2015-08-15,7323,6692,-0.4288210229221611,99.57117897707784,1109277,1464600,12573877,13420690.536031807,13077633.717694078
2015-08-16,5387,7033,-2.5451438252791214,97.45485617472087,1127214,1077400,12204614,12227310.9568306,10191195.896607302
2015-08-17,5040,7355,1.252807784434712,101.25280778443471,1143602,1008000,12151602,11120793.786238447,12123040.013786217
2015-08-18,321,6511,-0.418878685275962,99.58112131472404,1099495,64200,11163695,11105791.813772267,10770688.865551498
2015-08-19,8732,4258,0.4656598800337109,100.46565988003371,957824,1746400,12704224,11874881.989317179,12247409.893344147
2015-08-20,9272,5200,1.0365874151674639,101.03658741516746,1022248,1854400,12876648,13459420.72889858,14288690.66103255
2015-08-21,1396,5077,-0.27385198154277685,99.72614801845722,1014326,279200,11293526,12002725.380915945,11783643.795681724
2015-08-22,2691,2638,0.7447933171665649,100.74479331716657,818338,538200,11356538,12000143.238843625,12595977.892576877
2015-08-23,3624,5033,0.058401039165717324,100.05840103916572,1011460,724800,11736260,11209810.424379215,11256531.255711788
2015-08-24,2061,2751,-1.0989937819807487,98.90100621801925,829773,412200,11241973,11756125.973612959,10876930.94802836
2015-08-25,5143,3066,-0.9030539243851106,99.0969460756149,860002,1028600,11888602,11850455.428238556,11128012.288730467
2015-08-26,1834,6555,1.771577504637306,101.7715775046373,1101890,366800,11468690,11358864.761746956,12776126.765456801
2015-08-27,6882,5433,-0.4950465463960876,99.50495345360392,1036901,1376400,12413301,11027535.847204449,10631498.61008758
2015-08-28,9330,5011,-2.8396457370384764,97.16035426296152,1010020,1866000,12876020,11516122.432134995,9244405.842504214
2015-08-29,3375,4600,0.161013655188706,100.16101365518871,982270,675000,11657270,11883058.663634596,12011869.58778556
2015-08-30,1793,2614,-0.49746136348709935,99.5025386365129,815866,358600,11174466,11828955.264760455,11430986.173970776
