,date,tv,fb,context_0_center,context_100_center,bookings_noiseless,bookings_noisy,bookings_noisy_context
123,2015-05-04,4425,490079,-0.4270731181931818,99.57292688180682,11130039.5,10779106.329683691,10437447.835129146
124,2015-05-05,3852,432988,0.6083723408428633,100.60837234084286,10986894.0,11181043.946639461,11667741.819313752
125,2015-05-06,7390,624886,0.8152329811900647,100.81523298119006,11790443.0,11492881.89968836,12145068.28464041
126,2015-05-07,7536,441087,0.14827014015122703,100.14827014015123,11727743.5,11134746.468456589,11253362.580577571
127,2015-05-08,4254,340206,1.1164788085534232,101.11647880855342,11020903.0,10000354.775351373,10893537.822194112
128,2015-05-09,1351,292780,0.06866837924429978,100.0686683792443,10416590.0,10400045.970045825,10454980.673441265
129,2015-05-10,3448,342187,1.932802863956099,101.9328028639561,10860693.5,10296833.880064845,11843076.171229724
130,2015-05-11,3693,581986,0.1632475139596493,100.16324751395965,11029593.0,11474770.770634264,11605368.781801984
131,2015-05-12,7041,523420,1.238620605080615,101.23862060508061,11669910.0,12468487.242166247,13459383.726230739
132,2015-05-13,9865,596257,1.4162677348609527,101.41626773486095,12271128.5,12394485.157709276,13527499.345598038
133,2015-05-14,3371,455189,1.615697150785169,101.61569715078517,10901794.5,10372513.629941838,11665071.350569973
134,2015-05-15,8308,740411,0.7007183276975706,100.70071832769757,12031805.5,12123857.06524269,12684431.727400746
135,2015-05-16,4139,520544,0.004474678531968827,100.00447467853196,11088072.0,10868006.979062224,10871586.721887799
136,2015-05-17,8299,428452,-0.2786975558810659,99.72130244411893,11874026.0,12528324.772202421,12305366.727497568
137,2015-05-18,3489,701040,-0.5691574257930204,99.43084257420698,11048320.0,10906061.032229155,10450735.091594739
138,2015-05-19,665,349554,1.263945309845421,101.26394530984543,10307777.0,10528989.809720002,11540146.057596339
139,2015-05-20,7196,695084,-0.702287951013523,99.29771204898648,11786742.0,12376913.01131,11815082.650499182
140,2015-05-21,2275,698410,-1.6921842754878478,98.30781572451215,10804205.0,11130692.059597667,9776944.63920739
141,2015-05-22,9058,370455,0.5648793300344334,100.56487933003443,11996827.5,12354856.083797008,12806759.547824554
142,2015-05-23,4639,392489,-0.18341320933453403,99.81658679066547,11124044.5,11161021.885505619,11014291.31803799
143,2015-05-24,9119,494334,-1.1826314777004603,98.81736852229955,12070967.0,11575790.008085366,10629684.825924998
144,2015-05-25,8416,720928,0.357608427430601,100.3576084274306,12043664.0,11531118.415018542,11817205.156963022
145,2015-05-26,3315,464371,-0.09922264835357318,99.90077735164643,10895185.5,12213577.123647003,12134199.004964143
146,2015-05-27,9371,301825,0.9640048685040195,100.96400486850402,12025112.5,13325349.20439906,14096553.099202275
147,2015-05-28,2960,250031,0.41234348752737227,100.41234348752737,10717015.5,10417540.85493116,10747415.644953059
148,2015-05-29,2364,706720,0.0791532164505736,100.07915321645058,10826160.0,11219036.598462084,11282359.171622543
149,2015-05-30,7474,738287,-1.3232521293729667,98.67674787062704,11863943.5,11773288.346217824,10714686.642719451
150,2015-05-31,9094,716710,0.7812380687565794,100.78123806875658,12177155.0,12091544.456314018,12716534.911319282
151,2015-06-01,521,251677,0.20248506962825558,100.20248506962825,10230038.5,10101553.522047335,10263541.57774994
152,2015-06-02,9636,273434,-0.3048955470263212,99.69510445297368,12063917.0,11718968.842838299,11475052.405217241
153,2015-06-03,8893,525609,0.4739593489892654,100.47395934898927,12041404.5,12328042.693028213,12707210.172219627
154,2015-06-04,7238,599117,-0.9996944596133377,99.00030554038666,11747158.5,11880097.390905019,11080341.823214348
155,2015-06-05,1616,675170,-1.8111628721125776,98.18883712788742,10660785.0,10594199.451619264,9145269.153929202
156,2015-06-06,252,398517,-1.3163106511389693,98.68368934886104,10249658.5,10491569.220740397,9438520.69982922
157,2015-06-07,4350,491687,-0.18511726731708208,99.81488273268292,11115843.5,10827809.90247752,10679716.088623853
158,2015-06-08,2966,728099,-0.1897421604233145,99.81025783957668,10957249.5,11030336.784172188,10878543.055833537
159,2015-06-09,619,269188,-1.4597371781268946,98.5402628218731,10258394.0,9586150.291808229,8418360.549306713
160,2015-06-10,4252,669052,-0.5497509651819809,99.45024903481801,11184926.0,10652488.121864878,10212687.349719293
161,2015-06-11,2838,416802,-1.2485979969738763,98.75140200302613,10776001.0,11264166.321961652,10265287.92438255
162,2015-06-12,8723,688599,-0.5627917855496993,99.4372082144503,12088899.5,12062146.381816788,11611912.953377029
163,2015-06-13,5579,281005,0.1383713167303405,100.13837131673034,11256302.5,10862300.463125316,10972997.516509589
164,2015-06-14,8838,739908,1.2442020600461414,101.24420206004613,12137554.0,12130181.672650224,13125543.320687138
165,2015-06-15,6359,589810,0.5281881649501565,100.52818816495015,11566705.0,11948096.203146914,12370646.73510704
166,2015-06-16,184,445505,-0.17389220326049185,99.8261077967395,10259552.5,10473798.237255573,10334684.47464718
167,2015-06-17,2273,550611,-0.7613658511679409,99.23863414883206,10729905.5,10822302.50744611,10213209.826511757
168,2015-06-18,5134,439435,-0.5093971840513918,99.4906028159486,11246517.5,12017559.627978627,11610041.880737513
169,2015-06-19,5220,720930,0.10917079233416695,100.10917079233417,11404465.0,10596483.002775576,10683819.636642909
170,2015-06-20,8709,560813,0.6380140295936345,100.63801402959363,12022206.5,11709209.499346249,12219620.723021157
171,2015-06-21,2177,484291,0.07565223292329913,100.0756522329233,10677545.5,10547756.503218845,10608278.289557483
172,2015-06-22,3679,513243,-0.07242538065094999,99.92757461934904,10992421.5,11062075.13913588,11004134.83461512
173,2015-06-23,4056,622945,1.5326693509450633,101.53266935094506,11122672.5,11185672.255135512,12411807.735891562
174,2015-06-24,1184,574150,-0.807805142269163,99.19219485773084,10523875.0,10137040.507232714,9490796.393417384
175,2015-06-25,7804,426571,0.1439721395000226,100.14397213950002,11774085.5,11600789.091766935,11715966.803366954
176,2015-06-26,4162,651711,1.0599937629184402,101.05999376291844,11158255.5,11195045.262853857,12043040.27318861
177,2015-06-27,3239,578908,0.8492549197595699,100.84925491975957,10937254.0,11313799.877462156,11993203.813269813
178,2015-06-28,1647,313878,0.442740268806962,100.44274026880696,10486339.0,11358373.145449433,11712565.360495003
179,2015-06-29,5212,486398,-1.28585357349842,98.71414642650159,11285599.0,10618039.88819001,9589357.029391274
180,2015-06-30,4597,264727,-1.8915395603650593,98.10846043963494,11051763.5,11339883.314597875,9826651.666305827
181,2015-07-01,7536,533536,0.7282757061808306,100.72827570618082,11773968.0,12654832.653029978,13237453.217974642
182,2015-07-02,526,417577,0.07046153925836499,100.07046153925836,10313988.5,10620548.202440698,10676917.43384739
183,2015-07-03,9883,430273,0.006505846171100233,100.0065058461711,12191736.5,11410849.270721374,11416053.947658254
184,2015-07-04,3700,640633,2.2179480926297344,102.21794809262974,11060316.5,10523121.638369607,12297480.112473395
185,2015-07-05,3080,682635,0.5316952079954244,100.53169520799543,10957317.5,10488928.256851906,10914284.423248246
186,2015-07-06,1498,271183,-0.7707667762291972,99.2292332237708,10435191.5,10527321.674857577,9910708.25387422
187,2015-07-07,3672,680464,1.370955204720022,101.37095520472002,11074632.0,11027076.3396095,12123840.503385518
188,2015-07-08,9297,592663,-0.8609202835601621,99.13907971643984,12155731.5,11672298.567840442,10983562.340992313
189,2015-07-09,680,701145,-1.1665679777767137,98.83343202222329,10486572.5,9879393.013427772,8946138.6312064
190,2015-07-10,9137,730141,0.994959537672597,100.9949595376726,12192470.5,11962629.684483152,12758597.314621229
191,2015-07-11,6230,403940,-1.2205814946065858,98.77941850539341,11447970.0,11523881.427808898,10547416.232123628
192,2015-07-12,110,409168,-0.2175329981778024,99.7824670018222,10226584.0,10304270.36984062,10130243.971298378
193,2015-07-13,5954,514121,-0.02016353903953016,99.97983646096047,11447860.5,11695100.325059554,11678969.49382793
194,2015-07-14,8217,400463,-0.4604266829392792,99.53957331706071,11843631.5,12214561.352084786,11846220.005733361
195,2015-07-15,4719,415436,2.217674092102727,102.21767409210273,11151518.0,11020896.983480211,12795036.257162392
196,2015-07-16,4921,533327,-1.817650395865589,98.18234960413442,11250863.5,10458871.477392994,9004751.160700522
197,2015-07-17,7920,526386,0.6401987391182781,100.64019873911828,11847193.0,12500712.839347417,13012871.830642039
198,2015-07-18,6078,440525,-0.12201396529273291,99.87798603470726,11435862.5,12992975.235256767,12895364.06302258
199,2015-07-19,4789,389741,-0.6462691873956274,99.35373081260437,11152670.5,11869087.044713609,11352071.694797106
200,2015-07-20,9481,267956,-1.1446902949874058,98.85530970501259,12030178.0,11472807.988740677,10557055.752750752
201,2015-07-21,7283,349269,-1.9958205895425223,98.00417941045748,11631234.5,11345122.648104217,9748466.1764702
202,2015-07-22,816,550646,-0.00046644169732662364,99.99953355830267,10438523.0,11504051.145442247,11503677.992084386
203,2015-07-23,1981,580551,-0.6269533986870901,99.37304660131291,10686475.5,10823308.594504934,10321745.875555262
204,2015-07-24,37,257417,-0.6303117691087547,99.36968823089124,10136108.5,10489430.037034148,9985180.621747145
205,2015-07-25,3973,507649,-1.2011558038672094,98.79884419613279,11048424.5,10691568.68790564,9730644.04481187
206,2015-07-26,3968,409163,0.32150200301884657,100.32150200301885,10998181.5,11290804.529517729,11548006.131932806
207,2015-07-27,2513,348835,1.3754583491904622,101.37545834919047,10677017.5,11256869.62416788,12357236.30352025
208,2015-07-28,867,531459,0.9444867149031408,100.94448671490314,10439129.5,9807678.44685097,10563267.818773484
209,2015-07-29,3173,501663,0.49554018156569835,100.4955401815657,10885431.5,10801500.527421879,11197932.672674438
210,2015-07-30,3148,528312,0.9127341936791331,100.91273419367913,10893756.0,10051802.157376003,10781989.51231931
211,2015-07-31,3147,552924,0.12616988680469007,100.12616988680469,10905862.0,11632784.974425148,11733720.883868901
212,2015-08-01,6618,361801,-0.20129801352830307,99.7987019864717,11504500.5,11341120.549022347,11180082.138199704
213,2015-08-02,1173,337344,1.5828541031329841,101.58285410313299,10403272.0,10110944.743214577,11377228.025720965
214,2015-08-03,8258,478854,-1.5724055939282366,98.42759440607176,11891027.0,11259170.160528596,10001245.685386008
215,2015-08-04,4768,439344,1.8860383573788622,101.88603835737887,11173272.0,11006679.264879668,12515509.950782757
216,2015-08-05,6410,313479,-0.15499687491850817,99.84500312508149,11438739.5,11768932.134007659,11644934.634072851
217,2015-08-06,4399,594421,-1.181439223866276,98.81856077613372,11177010.5,11818872.956366528,10873721.577273507
218,2015-08-07,1031,576468,2.3235737517115718,102.32357375171158,10494434.0,10799858.341144247,12658717.342513505
219,2015-08-08,6555,379022,0.31874876193301827,100.31874876193302,11500511.0,10395979.972346392,10650978.981892806
220,2015-08-09,7369,277945,-0.08240968966188147,99.91759031033811,11612772.5,11404267.6778949,11338339.926165394
221,2015-08-10,5329,717768,0.0948026395741447,100.09480263957414,11424684.0,12667659.199465679,12743501.311124995
222,2015-08-11,6277,322172,1.709595959863883,101.70959595986389,11416486.0,11789380.495825151,13157057.263716258
223,2015-08-12,1444,738949,-0.4915934610833979,99.5084065389166,10658274.5,11937350.69092507,11544075.922058351
224,2015-08-13,2001,269132,0.18835394324462496,100.18835394324462,10534766.0,9575248.595086196,9725931.749681896
225,2015-08-14,97,481535,0.39414022318796627,100.39414022318796,10260167.5,10577820.30173867,10893132.480289044
226,2015-08-15,7323,694579,-1.0455395533030865,98.95446044669691,11811889.5,11122455.146832027,10286023.504189558
227,2015-08-16,5387,305330,-0.3544745043307561,99.64552549566925,11230065.0,11384272.964285746,11100693.36082114
228,2015-08-17,5040,480676,0.7120217310301321,100.71202173103013,11248338.0,12022595.9833733,12592213.368197406
229,2015-08-18,321,544722,1.130476153668598,101.1304761536686,10336561.0,11230549.120959856,12134930.043894734
230,2015-08-19,8732,323141,1.6520842948870023,101.652084294887,11907970.5,12195851.844942082,13517519.280851685
231,2015-08-20,9272,704511,0.6053060539622135,100.60530605396221,12206655.5,13206802.453034589,13691047.29620436
232,2015-08-21,1396,274366,0.4111927530374061,100.41119275303741,10416383.0,9823699.516355252,10152653.718785176
233,2015-08-22,2691,406529,-1.2836724879044288,98.71632751209557,10741464.5,11200327.259360453,10173389.26903691
234,2015-08-23,3624,732897,1.972357304935738,101.97235730493574,11091248.5,12577257.151555356,14155142.995503945
235,2015-08-24,2061,502124,-0.04941537503437555,99.95058462496563,10663262.0,10453246.829767058,10413714.529739557
236,2015-08-25,5143,432983,-0.6807835123911529,99.31921648760884,11245091.5,11632446.795732008,11087819.985819086
237,2015-08-26,1834,500148,-0.6045120076787441,99.39548799232125,10616874.0,10803740.093297064,10320130.487154068
238,2015-08-27,6882,353814,0.5200226537820657,100.52002265378206,11553307.0,12217187.795760632,12633205.918786284
239,2015-08-28,9330,583130,0.7823248381072261,100.78232483810723,12157565.0,12472795.258468289,13098655.12895407
240,2015-08-29,3375,701624,-2.437845262037379,97.56215473796262,11025812.0,11282013.99496574,9331737.785335837
241,2015-08-30,1793,422636,0.6721387408202253,100.67213874082023,10569918.0,11293435.445154702,11831146.437810883
242,2015-08-31,6363,354524,0.050563015205274335,100.05056301520527,11449862.0,11653155.55223428,11693605.9643985
243,2015-09-01,1906,351614,1.0515209615237988,101.05152096152379,10557007.0,9431809.128006268,10273025.897225307
244,2015-09-02,1263,272513,-0.26896852847154235,99.73103147152845,10388856.5,10855328.52354699,10640153.700769756
245,2015-09-03,5382,285649,1.3525190752556542,101.35251907525566,11219224.5,12203620.117183644,13285635.377388168
246,2015-09-04,6090,318292,-1.5074270866240151,98.49257291337598,11377146.0,12021871.19225007,10815929.522950858
247,2015-09-05,9525,500295,1.3619021424748816,101.36190214247488,12155147.5,11426223.857993616,12515745.571973521
248,2015-09-06,7816,325595,0.6458235213656143,100.64582352136561,11725997.5,12174434.69131837,12691093.508410862
249,2015-09-07,458,613184,-0.6273872984304961,99.37261270156951,10398192.0,10217787.308292583,9715877.469548186
250,2015-09-08,8904,385990,-0.8353325006718239,99.16466749932817,11973795.0,12194311.663288608,11526045.66275115
251,2015-09-09,7997,281003,0.6640172121958342,100.66401721219583,11739901.5,12483267.580127344,13014481.34988401
252,2015-09-10,9674,613766,1.096079119580943,101.09607911958095,12241683.0,12384995.618395885,13261858.91406064
253,2015-09-11,296,503869,0.12689910402215596,100.12689910402216,10311134.5,10318972.590663942,10420491.873881666
254,2015-09-12,2025,713961,1.5724049679750867,101.57240496797509,10761980.5,9801103.775718292,11059027.750098363
255,2015-09-13,6343,593892,0.18328840787805775,100.18328840787805,11565546.0,11552369.532843629,11699000.259146076
