,date,tv,context_0_center,context_100_center,bookings_noiseless,bookings_noisy,bookings_noisy_context
42,2015-02-12,8822,-0.1369232377067452,99.86307676229326,11764400,13103424.085664371,12993885.495498976
43,2015-02-13,7074,-1.490876293276402,98.5091237067236,11414800,10574094.415576102,9381393.38095498
44,2015-02-14,3178,0.9265864627502552,100.92658646275025,10635600,11933751.631107774,12675020.801307978
45,2015-02-15,52,1.0481129891266616,101.04811298912666,10010400,10836502.644534394,11674993.035835724
46,2015-02-16,1170,-0.1531309517263885,99.84686904827362,10234000,9798368.262918783,9675863.501537673
47,2015-02-17,791,-0.9134059570476047,99.0865940429524,10158200,11067161.057293445,10336436.291655362
48,2015-02-18,2435,-1.119581057784481,98.88041894221551,10487000,10490917.150173148,9595252.303945564
49,2015-02-19,3963,-0.14929561326975402,99.85070438673024,10792600,10125024.06408449,10005587.573468687
50,2015-02-20,9798,-0.9549820154805068,99.04501798451949,11959600,11739644.550557658,10975658.938173253
51,2015-02-21,6936,0.9330710505428956,100.93307105054289,11387200,11975674.607374554,12722131.447808871
52,2015-02-22,5427,-2.4731345884087705,97.52686541159123,11085400,12000049.456329381,10021541.785602365
53,2015-02-23,1286,-0.8203505296020278,99.17964947039798,10257200,10438039.77869533,9781759.355013708
54,2015-02-24,1405,0.6270331187102167,100.62703311871022,10281000,10507761.57658553,11009388.071553703
55,2015-02-25,5412,0.19163969883747992,100.19163969883748,11082400,11348722.756350279,11502034.515420264
56,2015-02-26,6670,0.07256349814041962,100.07256349814043,11334000,11617589.9522003,11675640.750712635
57,2015-02-27,1109,-0.986003619087372,99.01399638091263,10221800,10596257.030642781,9807454.135372885
58,2015-02-28,5619,0.1812756565653197,100.18127565656532,11123800,10573469.590605218,10718490.115857475
59,2015-03-01,7208,0.2113647104858201,100.21136471048582,11441600,11099643.425537447,11268735.193926103
60,2015-03-02,2942,1.9514051499692762,101.95140514996928,10588400,11769795.483357979,13330919.6033334
61,2015-03-03,2261,-0.25246220758810334,99.74753779241189,10452200,10111098.4686253,9909128.702554816
62,2015-03-04,7963,-0.6653701547905821,99.33462984520942,11592600,11041093.474085703,10508797.350253237
63,2015-03-05,3882,3.323682068171036,103.32368206817104,10776400,10036951.355470367,12695897.010007195
64,2015-03-06,2609,-0.47435245876943277,99.52564754123057,10521800,10332280.62765325,9952798.660637705
65,2015-03-07,8848,-2.1065642833847376,97.89343571661526,11769600,11860437.20687583,10175185.780168042
66,2015-03-08,8464,-0.8957664591997435,99.10423354080025,11692800,13001259.683970964,12284646.516611168
67,2015-03-09,1132,0.37797329432651117,100.37797329432651,10226400,10836524.825480008,11138903.460941218
68,2015-03-10,8767,-0.010318958191753847,99.98968104180824,11753400,11395450.973376244,11387195.806822842
69,2015-03-11,3453,2.8347063232610066,102.834706323261,10690600,11177736.238757683,13445501.297366489
70,2015-03-12,6556,-0.45574492623456153,99.54425507376544,11311200,11548579.345715923,11183983.404728275
71,2015-03-13,7611,-0.9704895424870483,99.02951045751296,11522200,11376723.404089525,10600331.770099886
72,2015-03-14,6643,-1.2326584256015103,98.76734157439849,11328600,11298318.96671278,10312192.226231571
73,2015-03-15,1953,-0.7828275693004595,99.21717243069953,10390600,9902764.994985206,9276502.939544838
74,2015-03-16,5896,0.5601615042359124,100.56016150423591,11179200,9454967.15402127,9903096.35741
75,2015-03-17,2752,1.5030180710445582,101.50301807104456,10550400,10358084.020896703,11560498.47773235
76,2015-03-18,7987,-0.5005249717908623,99.49947502820913,11597400,12113710.248290569,11713290.270857878
77,2015-03-19,7753,0.8090327187627593,100.80903271876277,11550600,11144592.011099868,11791818.186110076
78,2015-03-20,8556,-0.13015157867687718,99.86984842132313,11711200,12159758.50373636,12055637.240794858
79,2015-03-21,2303,-1.03539662209528,98.96460337790472,10460600,11065629.056936286,10237311.759260062
80,2015-03-22,3865,0.8468270889328672,100.84682708893287,10773000,9980097.393368773,10657559.064515067
81,2015-03-23,4820,0.05567773196091228,100.05567773196091,10964000,11671428.220322153,11715970.405890882
82,2015-03-24,5400,-0.33652569382798464,99.66347430617202,11080000,10459734.050200656,10190513.495138269
83,2015-03-25,4260,1.3507521136356286,101.35075211363562,10852000,11106048.498991461,12186650.189899964
84,2015-03-26,4699,1.0456606827040735,101.04566068270407,10939800,10699216.855115224,11535745.401278483
85,2015-03-27,9490,0.45272193117190557,100.45272193117191,11898000,12302555.60082219,12664733.145759715
86,2015-03-28,2006,-0.7704816069227464,99.22951839307726,10401200,10384933.839282181,9768548.553743985
87,2015-03-29,791,0.9045169417795383,100.90451694177953,10158200,10661458.059846353,11385071.613269983
88,2015-03-30,7592,0.7899915215319873,100.78999152153199,11518400,11088216.909806142,11720210.127031732
89,2015-03-31,6616,-0.44970093352726853,99.55029906647273,11323200,12261097.68819848,11901336.941376666
90,2015-04-01,5857,-0.5424637710027804,99.45753622899721,11171400,11651992.687969536,11218021.67116731
91,2015-04-02,3272,-0.2081297431603224,99.79187025683967,10654400,10392851.55874828,10226347.764220024
92,2015-04-03,457,0.5498496634155796,100.54984966341559,10091400,10399157.915950635,10839037.646683099
93,2015-04-04,7611,0.35319558671023904,100.35319558671024,11522200,11386977.005297294,11669533.474665485
94,2015-04-05,687,-1.0147973189846278,98.98520268101537,10137400,10643559.263567016,9831721.408379313
95,2015-04-06,4293,1.3962837936832078,101.39628379368321,10858600,10529673.106776666,11646700.141723232
96,2015-04-07,8604,1.697463437880675,101.69746343788067,11720800,11264832.504656369,12622803.25496091
97,2015-04-08,8661,-1.3601156283995115,98.63988437160049,11732200,10931737.832606385,9843645.329886775
98,2015-04-09,4714,-0.39730910149587834,99.60269089850412,10942800,11536053.850435676,11218206.569238974
99,2015-04-10,4504,2.329887742242645,102.32988774224265,10900800,10918363.739437323,12782273.93323144
100,2015-04-11,1110,-1.6080055277955982,98.3919944722044,10222000,10045197.215343969,8758792.793107491
101,2015-04-12,6424,0.33979555277003387,100.33979555277003,11284800,11138801.833596025,11410638.275812052
102,2015-04-13,732,0.8120873908296959,100.8120873908297,10146400,10539740.5951337,11189410.507797455
103,2015-04-14,7249,0.15648247099251605,100.15648247099251,11449800,10698866.215368062,10824052.192162076
104,2015-04-15,3890,-1.4561983679824553,98.54380163201755,10778000,10998447.329327578,9833488.634941613
105,2015-04-16,9055,-0.5900291292400639,99.40997087075993,11811000,11632867.070649078,11160843.767257027
106,2015-04-17,6747,-0.7912792233089735,99.20872077669102,11349400,11360877.008791465,10727853.630144287
107,2015-04-18,6804,1.0451971315798143,101.04519713157981,11360800,10681896.294652767,11518053.999916619
108,2015-04-19,6149,-1.56317961578742,98.43682038421258,11229800,11337592.32605088,10087048.633420944
109,2015-04-20,2064,1.2399292016522117,101.23992920165222,10412800,11773848.771846464,12765792.133168234
110,2015-04-21,4451,1.290036679637687,101.29003667963768,10890200,10835779.622303182,11867808.966013331
111,2015-04-22,6444,0.5726713922482564,100.57267139224825,11288800,12078652.278817836,12536789.392616441
112,2015-04-23,5143,-0.3600782068656639,99.63992179313433,11028600,10851938.758619031,10563876.1931265
113,2015-04-24,3883,-0.3830164027041294,99.61698359729587,10776600,10495015.925692476,10188602.803529173
114,2015-04-25,591,0.6374262141850219,100.63742621418503,10118200,11411502.136272471,11921443.107620489
115,2015-04-26,6019,0.04942306542958863,100.0494230654296,11203800,11284368.178919178,11323906.631262848
116,2015-04-27,5345,0.4649107198737176,100.46491071987371,11069000,11424562.242972,11796490.818870973
117,2015-04-28,2094,1.0670979698874101,101.06709796988741,10418800,10588773.49164545,11442451.867555378
118,2015-04-29,3962,-0.38226946145988694,99.61773053854012,10792400,10816834.30438103,10511018.73521312
119,2015-04-30,753,2.8490905760556045,102.8490905760556,10150600,10708050.935917033,12987323.396761516
120,2015-05-01,5043,1.2464393708064103,101.24643937080641,11008600,10419767.74761238,11416919.244257508
121,2015-05-02,3862,0.14832810258284995,100.14832810258285,10772400,12222494.21581425,12341156.697880529
122,2015-05-03,3434,-0.4390069554263119,99.56099304457369,10686800,12375328.518009456,12024122.953668406
123,2015-05-04,4425,2.6296628940792277,102.62966289407923,10885000,11006617.79777583,13110348.11303921
124,2015-05-05,3852,-0.7150553809725844,99.28494461902741,10770400,11536877.919868939,10964833.615090871
125,2015-05-06,7390,-1.7173488093649645,98.28265119063504,11478000,10748406.575243557,9374527.527751585
126,2015-05-07,7536,1.0995733287782194,101.09957332877822,11507200,11520447.7693603,12400106.432382876
127,2015-05-08,4254,1.4435787870676933,101.4435787870677,10850800,11591972.93190867,12746835.961562825
128,2015-05-09,1351,-0.3230976384449371,99.67690236155507,10270200,9453279.645965455,9194801.535209505
129,2015-05-10,3448,0.21233010378580963,100.2123301037858,10689600,10495952.641267706,10665816.724296354
130,2015-05-11,3693,-1.201467301374852,98.79853269862515,10738600,9850169.467556503,8888995.626456622
131,2015-05-12,7041,-0.16144406899035477,99.83855593100965,11408200,10626400.181215627,10497244.926023344
132,2015-05-13,9865,-1.206737983253476,98.79326201674652,11973000,11113886.6810501,10148496.294447318
133,2015-05-14,3371,2.080996742545988,102.08099674254599,10674200,11372561.313175902,13037358.707212692
134,2015-05-15,8308,1.538247041913589,101.53824704191359,11661600,11803078.862578427,13033676.4961093
135,2015-05-16,4139,-0.5972678505939002,99.4027321494061,10827800,11089996.097007412,10612181.816532291
136,2015-05-17,8299,0.689654413337186,100.68965441333718,11659800,11326402.864121307,11878126.394791055
137,2015-05-18,3489,-0.46143805228245705,99.53856194771754,10697800,10748334.270300684,10379183.82847472
138,2015-05-19,665,-0.4876265566675228,99.51237344333248,10133000,9710540.50756396,9320439.262229942
139,2015-05-20,7196,-0.16195130723192275,99.83804869276808,11439200,12191605.10142835,12062044.055642812
140,2015-05-21,2275,0.8297884745624816,100.82978847456248,10455000,11009980.968792187,11673811.748442173
141,2015-05-22,9058,-0.11463852119155996,99.88536147880843,11811600,11890608.807899492,11798897.990946244
142,2015-05-23,4639,-2.6628449976200956,97.3371550023799,10927800,10628186.978142137,8497910.98004606
143,2015-05-24,9119,0.18360745549768298,100.18360745549768,11823800,12918825.267017381,13065711.231415527
144,2015-05-25,8416,-0.6166644032816843,99.38333559671831,11683200,12104352.146013986,11611020.623388639
145,2015-05-26,3315,-1.58632927405299,98.41367072594701,10663000,10821883.947480394,9552820.528238002
146,2015-05-27,9371,1.1154382105225569,101.11543821052256,11874200,11798362.245479291,12690712.813897338
147,2015-05-28,2960,-0.7002668414353497,99.29973315856465,10592000,11007154.410532087,10446940.937383808
148,2015-05-29,2364,0.8604045132432298,100.86040451324322,10472800,10143795.76851284,10832119.379107423
149,2015-05-30,7474,0.5164027563146782,100.51640275631468,11494800,12392544.47625887,12805666.681310613
150,2015-05-31,9094,-0.30832228437552855,99.69167771562446,11818800,10898450.795208735,10651792.967708312
151,2015-06-01,521,-0.7762941640482197,99.22370583595178,10104200,9409181.416884653,8788146.085646078
152,2015-06-02,9636,-2.3461140001880567,97.65388599981195,11927200,10806898.915073913,8930007.714923467
153,2015-06-03,8893,1.5086512015454123,101.50865120154542,11778600,12367829.002435854,13574749.963672183
154,2015-06-04,7238,0.922652577486404,100.9226525774864,11447600,12148895.747133218,12887017.80912234
155,2015-06-05,1616,0.7926551623559444,100.79265516235594,10323200,11582409.588770224,12216533.718654979
156,2015-06-06,252,-0.23235511810353565,99.76764488189646,10050400,9959591.704270937,9773707.609788109
157,2015-06-07,4350,0.7075319845768085,100.7075319845768,10870000,10459952.924671123,11025978.51233257
158,2015-06-08,2966,-0.8651645325921786,99.13483546740783,10593200,10719660.526919764,10027528.900846021
159,2015-06-09,619,-0.37562845116729154,99.62437154883271,10123800,10739200.732795898,10438697.971862065
160,2015-06-10,4252,-0.3251910232621912,99.67480897673781,10850400,10908501.60492809,10648348.786318336
161,2015-06-11,2838,-0.4041062519068459,99.59589374809316,10567600,10372311.87754639,10049026.876020914
162,2015-06-12,8723,-0.9403824675387499,99.05961753246125,11744600,12279893.039395897,11527587.065364897
163,2015-06-13,5579,-0.9900806125991424,99.00991938740086,11115800,11660272.14134875,10868207.651269436
164,2015-06-14,8838,1.0300195638729193,101.03001956387291,11767600,12402160.761138069,13226176.412236404
165,2015-06-15,6359,0.566438736196567,100.56643873619657,11271800,10919395.405676294,11372546.394633548
166,2015-06-16,184,-1.0545815608455387,98.94541843915447,10036800,10933491.642221494,10089826.393545063
167,2015-06-17,2273,1.8164680053202393,101.81646800532025,10454600,9935677.882125236,11388852.286381427
168,2015-06-18,5134,0.07508473273150422,100.0750847327315,11026800,11030885.579019854,11090953.365205057
169,2015-06-19,5220,-0.6674778984641914,99.33252210153582,11044000,11505487.797843933,10971505.47907258
170,2015-06-20,8709,-1.080395884916853,98.91960411508315,11741800,11684766.679068215,10820449.971134733
171,2015-06-21,2177,1.3079798407583076,101.3079798407583,10435400,9936652.944209918,10983036.816816565
172,2015-06-22,3679,0.5266265869523465,100.52662658695235,10735800,11976760.202251978,12398061.471813856
173,2015-06-23,4056,1.2559677199894037,101.2559677199894,10811200,10922768.320331173,11927542.496322695
174,2015-06-24,1184,-0.5870216320558334,99.41297836794416,10236800,11055336.607958099,10585719.302313432
175,2015-06-25,7804,-0.4456591876740386,99.55434081232596,11560800,12454648.552567814,12098121.202428583
176,2015-06-26,4162,1.4604587950345453,101.46045879503454,10832400,10997053.86808798,12165420.904115617
177,2015-06-27,3239,-0.4844841348382973,99.5155158651617,10647800,10501943.214295547,10114355.90642491
178,2015-06-28,1647,0.798680214197046,100.79868021419705,10329400,10476188.34334931,11115132.514706947
179,2015-06-29,5212,-1.4055372601394558,98.59446273986055,11042400,10360794.804019965,9236364.9959084
180,2015-06-30,4597,0.6881087464804906,100.6881087464805,10919400,10598350.103039585,11148837.100223977
181,2015-07-01,7536,-0.5172263173898134,99.48277368261019,11507200,11477925.932474902,11064144.878563052
182,2015-07-02,526,1.72947934971458,101.72947934971458,10105200,10778945.588743314,12162529.068514979
183,2015-07-03,9883,-1.1906132939290528,98.80938670607095,11976600,10731961.34115695,9779470.706013707
184,2015-07-04,3700,0.19242571339413533,100.19242571339413,10740000,11152831.59892443,11306772.169639738
185,2015-07-05,3080,0.32683601044595767,100.32683601044596,10616000,11138165.491401117,11399634.299757883
186,2015-07-06,1498,0.558825026267225,100.55882502626723,10299600,10549694.601654716,10996754.622668495
187,2015-07-07,3672,0.5746838014707873,100.57468380147078,10734400,9825720.47023233,10285467.51140896
188,2015-07-08,9297,0.3908123359914129,100.39081233599141,11859400,12835036.461106338,13147686.329899468
189,2015-07-09,680,0.5549275279474655,100.55492752794747,10136000,11188634.957348395,11632576.979706367
190,2015-07-10,9137,0.11423614568395525,100.11423614568396,11827400,11655138.01042061,11746526.926967774
191,2015-07-11,6230,-1.7086573733137471,98.29134262668626,11246000,11902880.641625674,10535954.742974676
192,2015-07-12,110,-0.5564988038973061,99.44350119610269,10022000,9700577.884793028,9255378.841675183
193,2015-07-13,5954,-1.6336395166213729,98.36636048337863,11190800,11516929.66450887,10210018.05121177
194,2015-07-14,8217,0.03533318325447024,100.03533318325447,11643400,11669072.909036761,11697339.455640336
195,2015-07-15,4719,0.10727614959787332,100.10727614959788,10943800,11187840.243756106,11273661.163434405
196,2015-07-16,4921,1.6416366613914006,101.6416366613914,10984200,10257111.257448867,11570420.586561987
197,2015-07-17,7920,0.5497853364639953,100.549785336464,11584000,11671062.68210202,12110890.951273218
198,2015-07-18,6078,0.4601893401568633,100.46018934015686,11215600,12201285.926864356,12569437.398989847
199,2015-07-19,4789,-0.7332201144318116,99.26677988556818,10957800,11336325.522317182,10749749.430771733
200,2015-07-20,9481,-1.5727971637238092,98.4272028362762,11896200,10233812.498169174,8975574.767190127
201,2015-07-21,7283,-1.6116713502346551,98.38832864976534,11456600,11712531.717451561,10423194.637263836
202,2015-07-22,816,1.0525911436693736,101.05259114366937,10163200,10054642.083070496,10896714.998005996
203,2015-07-23,1981,-1.849364071077743,98.15063592892226,10396200,10722254.967116343,9242763.710254148
204,2015-07-24,37,1.209982344082175,101.20998234408218,10007400,9428639.88325219,10396625.75851793
205,2015-07-25,3973,2.469024616398118,102.46902461639812,10794600,10219796.13614505,12195015.829263544
206,2015-07-26,3968,1.6278288474437548,101.62782884744375,10793600,9667998.510639183,10970261.588594187
207,2015-07-27,2513,-0.5085168420296409,99.49148315797036,10502600,10514645.717845086,10107832.244221373
208,2015-07-28,867,0.604688676889339,100.60468867688934,10173400,9653958.675983645,10137709.617495116
209,2015-07-29,3173,-0.007720410773350784,99.99227958922665,10634600,11560708.156407764,11554531.827789083
210,2015-07-30,3148,-0.6406328943394393,99.35936710566057,10629600,11029862.960028006,10517356.644556453
211,2015-07-31,3147,-0.07184285724117209,99.92815714275883,10629400,10745652.437855106,10688178.152062168
212,2015-08-01,6618,0.3443547030082259,100.34435470300822,11323600,12384813.734937662,12660297.497344242
213,2015-08-02,1173,0.3645305690765549,100.36453056907655,10234600,9369612.338275239,9661236.793536482
214,2015-08-03,8258,0.37659223532310404,100.3765922353231,11651600,12747820.994240567,13049094.78249905
215,2015-08-04,4768,1.3497103308924894,101.34971033089249,10953600,12122246.390579121,13202014.655293113
216,2015-08-05,6410,0.789841500211728,100.78984150021172,11282000,11615450.03325563,12247323.233425012
217,2015-08-06,4399,-0.18245267664933892,99.81754732335067,10879800,10819831.25500272,10673869.11368325
218,2015-08-07,1031,0.05441386816043009,100.05441386816042,10206200,10533865.192327127,10577396.28685547
219,2015-08-08,6555,-0.9348591318970672,99.06514086810293,11311000,12251332.543181919,11503445.237664266
220,2015-08-09,7369,1.1977755876103606,101.19777558761037,11473800,11852845.540971883,12811066.01106017
221,2015-08-10,5329,1.0527733464681392,101.05277334646814,11065800,10683739.82692942,11525958.504103933
222,2015-08-11,6277,1.4418977684491745,101.44189776844918,11255400,11134503.40336461,12288021.618123949
223,2015-08-12,1444,-0.08301571585363947,99.91698428414637,10288800,10637317.23265269,10570904.659969779
224,2015-08-13,2001,0.6001053998318573,100.60010539983186,10400200,10631039.63493287,11111123.954798356
225,2015-08-14,97,-1.052265160029137,98.94773483997086,10019400,9628234.735994218,8786422.607970908
226,2015-08-15,7323,-0.8444766708967296,99.15552332910327,11464600,11155998.468445243,10480417.13172786
227,2015-08-16,5387,0.109623318708604,100.1096233187086,11077400,10999477.585279178,11087176.240246061
228,2015-08-17,5040,-0.23691050438123612,99.76308949561876,11008000,11070931.160756161,10881402.757251173
229,2015-08-18,321,1.164770867728259,101.16477086772827,10064200,9019365.636367714,9951182.33055032
230,2015-08-19,8732,1.246398566313056,101.24639856631306,11746400,11264331.99472337,12261450.847773815
231,2015-08-20,9272,-0.8811630355245551,99.11883696447545,11854400,12109700.986427492,11404770.558007848
232,2015-08-21,1396,0.4586707188446003,100.4586707188446,10279200,10392101.113922989,10759037.68899867
233,2015-08-22,2691,0.5521464555608613,100.55214645556086,10538200,10846035.842690501,11287753.007139191
234,2015-08-23,3624,0.9339153134139048,100.9339153134139,10724800,10736454.95031434,11483587.201045463
235,2015-08-24,2061,1.1101637690660884,101.11016376906609,10412200,10263736.784385368,11151867.79963824
236,2015-08-25,5143,0.5467022137976975,100.5467022137977,11028600,11328552.031136803,11765913.802174961
237,2015-08-26,1834,-1.0858139596643992,98.91418604033561,10366800,10733942.091610696,9865290.923879176
238,2015-08-27,6882,0.9071141494809171,100.90711414948092,11376400,11527054.00401533,12252745.323600063
239,2015-08-28,9330,1.1817601669798026,101.1817601669798,11866000,11409111.663018422,12354519.796602264
240,2015-08-29,3375,0.6977194664766698,100.69771946647667,10675000,11075726.382587835,11633901.95576917
241,2015-08-30,1793,0.16859470703101817,100.16859470703102,10358600,10515724.13745359,10650599.903078403
242,2015-08-31,6363,-0.47136251578016636,99.52863748421983,11272600,11356585.379431352,10979495.366807219
243,2015-09-01,1906,0.36784964489899336,100.367849644899,10381200,9765290.24988975,10059569.965808945
244,2015-09-02,1263,-1.179586542003644,98.82041345799635,10252600,10688906.64113608,9745237.407533165
245,2015-09-03,5382,0.7193218892547758,100.71932188925477,11076400,10308196.812633768,10883654.32403759
246,2015-09-04,6090,-1.2769374575722587,98.72306254242774,11218000,10421127.109751385,9399577.143693577
247,2015-09-05,9525,1.0577270504442127,101.05772705044421,11905000,12332901.734883334,13179083.375238705
248,2015-09-06,7816,-0.4187646645179142,99.58123533548209,11563200,11483861.442518385,11148849.710904054
249,2015-09-07,458,-0.8997732628259213,99.10022673717408,10091600,9886584.842484212,9166766.232223475
250,2015-09-08,8904,-1.0253880075620125,98.97461199243799,11780800,11732934.592792405,10912624.186742796
251,2015-09-09,7997,1.900299065679073,101.90029906567908,11599400,11639750.857573623,13159990.11011688
252,2015-09-10,9674,0.2627410141459011,100.2627410141459,11934800,12135521.10324797,12345713.914564691
253,2015-09-11,296,-1.1427466393594545,98.85725336064054,10059200,10729014.351593874,9814817.040106311
254,2015-09-12,2025,1.377391244122299,101.3773912441223,10405000,10337911.30588384,11439824.30118168
255,2015-09-13,6343,0.09970270032857223,100.09970270032858,11268600,11124567.720648395,11204329.880911253
256,2015-09-14,8797,-0.5162314345805679,99.48376856541944,11759400,11943965.586519005,11530980.438854551
257,2015-09-15,1325,-1.306982348671838,98.69301765132816,10265000,9597512.867825914,8551926.988888444
258,2015-09-16,2450,-1.6036576235892863,98.39634237641071,10490000,9286956.369644945,8004030.270773517
259,2015-09-17,8984,-0.26607653346156535,99.73392346653843,11796800,11951939.07781406,11739077.851044808
260,2015-09-18,78,1.6557927776217063,101.65579277762171,10015600,8826049.48861806,10150683.710715424
261,2015-09-19,6218,-0.027272325526744072,99.97272767447326,11243600,11183684.211570818,11161866.351149423
262,2015-09-20,7753,0.7581493048149769,100.75814930481498,11550600,11714816.293823076,12321335.737675058
263,2015-09-21,432,0.9244351341669232,100.92443513416693,10086400,11119515.297191082,11859063.40452462
264,2015-09-22,9806,-2.0186132103583807,97.98138678964162,11961200,12615377.308826474,11000486.74053977
265,2015-09-23,6126,-1.4095499653106733,98.59045003468933,11225200,11523937.675963378,10396297.703714838
266,2015-09-24,4109,-0.18328207639329328,99.8167179236067,10821800,11862478.245132897,11715852.584018262
267,2015-09-25,7879,-1.6370308426805935,98.36296915731941,11575800,11845623.7834224,10535999.109277925
268,2015-09-26,2630,0.3879370209351549,100.38793702093515,10526000,11108061.844078105,11418411.46082623
269,2015-09-27,7117,-1.3985042380063355,98.60149576199366,11423400,10924489.266526416,9805685.876121348
270,2015-09-28,3849,0.5213053094853866,100.52130530948538,10769800,10629585.348947363,11046629.596535672
271,2015-09-29,6069,-1.349009744036848,98.65099025596315,11213800,11163613.818892628,10084406.02366315
272,2015-09-30,7194,1.060413177338354,101.06041317733835,11438800,11267748.1250467,12116078.666917384
273,2015-10-01,2540,-2.023790987181358,97.97620901281864,10508000,10849644.839121573,9230612.049376486
274,2015-10-02,6,0.48130757507615435,100.48130757507616,10001200,9722690.631984584,10107736.692045508
275,2015-10-03,912,0.7570010361107605,100.75700103611076,10182400,10732484.318559233,11338085.147447841
276,2015-10-04,1302,0.44964729635473505,100.44964729635474,10260400,10784214.32004774,11143932.157131528
277,2015-10-05,2081,-0.5550367772830798,99.44496322271692,10416200,10970736.364354985,10526706.942528522
278,2015-10-06,5552,0.04100322516253847,100.04100322516254,11110400,11866646.617166452,11899449.197296483
279,2015-10-07,8224,-1.7745818983933497,98.22541810160665,11644800,12140860.109074246,10721194.590359567
280,2015-10-08,3618,0.6535865895043742,100.65358658950437,10723600,11436429.840327876,11959299.111931374
281,2015-10-09,1221,-0.3129870184611591,99.68701298153884,10244200,11196381.20979011,10945991.595021183
