date,tv,fb,context_0_center,context_100_center,fb_contribution,tv_contribution_carry,tv_contribution,bookings_noiseless,bookings_noisy,bookings_noisy_context
2015-04-21,4451,3599,0.5847715251998314,100.58477152519983,906538,830029.0,1030324.0,11936862.0,11531690.267317904,11999507.48747777
2015-04-22,6444,6805,0.670636627468774,100.67063662746878,1115290,819969.0,1109949.0,12225239.0,12293484.2024566,12829993.504431618
2015-04-23,5143,7162,-1.606041750429693,98.3939582495703,1133841,863127.0,1094562.0,12228403.0,12247920.198821794,10963086.798478039
2015-04-24,3883,7039,-0.28781625621867996,99.71218374378132,1127525,872820.0,1047555.0,12175080.0,12513888.445478428,12283635.440503484
2015-04-25,591,2803,0.22730354917196874,100.22730354917196,834924,810023.0,836618.0,11671542.0,11362591.223103378,11544434.062440952
2015-04-26,6019,3728,-0.3661577752211271,99.63384222477887,917066,654258.0,925113.0,11842179.0,11834504.163801802,11541577.9436249
2015-04-27,5345,6237,1.092299395531268,101.09229939553127,1084317,705089.0,945614.0,12029931.0,11627432.52790432,12501272.044329334
2015-04-28,2094,2549,-0.44311286842107794,99.55688713157892,809089,730411.0,824641.0,11633730.0,11663498.414474443,11309008.11973758
2015-04-29,3962,7299,-0.012875292406160038,99.98712470759384,1140789,633412.0,811702.0,11952491.0,12284289.02057427,12273988.786649343
2015-04-30,753,6980,0.9321422587831384,100.93214225878314,1124467,625593.0,659478.0,11783945.0,12435227.316638004,13180941.123664515
2015-05-01,5043,3085,0.12508929652349027,100.12508929652348,861755,519604.0,746539.0,11608294.0,11817632.10263867,11917703.539857462
2015-05-02,3862,6020,0.5488679021946995,100.5488679021947,1071963,580026.0,753816.0,11825779.0,11740571.464679413,12179665.786435172
2015-05-03,3434,4477,0.5675017395800768,100.56750173958008,973629,578144.0,732674.0,11706303.0,12060083.20240841,12514084.594072472
2015-05-04,4425,5507,0.3951358988278405,100.39513589882785,1041463,566259.0,765384.0,11806847.0,11808097.2966148,12124206.015677072
2015-05-05,3852,4096,-0.3808363304562326,99.61916366954377,945762,597297.0,770637.0,11716399.0,10874099.43706588,10569430.372700894
2015-05-06,7390,7299,1.1220684118186453,101.12206841181865,1140789,614225.0,946775.0,12087564.0,12515883.940015437,13413538.669470353
2015-05-07,7536,4609,-0.17191639037984832,99.82808360962015,982896,734154.0,1073274.0,12056170.0,12675585.601063207,12538052.488759328
2015-05-08,4254,2977,0.6791820132236704,100.67918201322367,851690,837958.0,1029388.0,11881078.0,12629412.82330264,13172758.433881575
2015-05-09,1351,4072,0.47247757179516287,100.47247757179517,943947,815416.0,876211.0,11820158.0,11612489.683570934,11990471.741007065
2015-05-10,3448,3465,0.19340089749321393,100.19340089749322,895319,685654.0,840814.0,11736133.0,11419457.323336529,11574178.0413311
2015-05-11,3693,5371,-1.8160890843225888,98.18391091567742,1033046,669741.0,835926.0,11868972.0,11919516.267832557,10466645.000374485
2015-05-12,7041,6197,0.2976674267642899,100.29766742676429,1082063,649247.0,966092.0,12048155.0,12521889.774224443,12760023.715635875
2015-05-13,9865,6015,-1.0773642748624332,98.92263572513757,1071674,757945.0,1201870.0,12273544.0,10692355.33933029,9830463.919440342
2015-05-14,3371,3031,1.5207553044074158,101.52075530440742,856754,948222.0,1099917.0,11956671.0,10634961.502674155,11851565.746200088
2015-05-15,8308,5431,2.818564451712981,102.81856445171299,1036777,862829.0,1236689.0,12273466.0,12102606.826664113,14357458.388034496
2015-05-16,4139,3428,-0.888948131445566,99.11105186855444,892167,974461.0,1160716.0,12052883.0,11939953.786373962,11228795.281217508
2015-05-17,8299,2857,0.6133685799472867,100.61336857994729,840204,900007.0,1273462.0,12113666.0,11496732.377392855,11987427.241350684
2015-05-18,3489,5869,-0.8796552604267676,99.12034473957323,1063181,989640.0,1146645.0,12209826.0,12407475.15093396,11703750.942592546
2015-05-19,665,3324,-1.7058084325947929,98.2941915674052,883180,900872.0,930797.0,11813977.0,11935401.008295795,10570754.26221996
2015-05-20,7196,5248,-0.36854084093618894,99.63145915906381,1025303,739415.0,1063235.0,12088538.0,12535708.539390657,12240875.866641706
2015-05-21,2275,6295,0.7126447867773077,100.7126447867773,1087568,837260.0,939635.0,12027203.0,12011530.074282458,12581645.903704304
2015-05-22,9058,4659,-0.7616706074088131,99.23832939259118,986358,737433.0,1145043.0,12131401.0,11568750.601470815,10959414.115543764
2015-05-23,4639,4711,-0.27826306760729486,99.7217369323927,989930,888818.0,1097573.0,12087503.0,12664605.428159008,12441994.974073172
2015-05-24,9119,3800,0.5984325134871433,100.59843251348714,922832,839925.0,1250280.0,12173112.0,11514547.622556958,11993293.633346673
2015-05-25,8416,6451,-0.5931631616106663,99.40683683838934,1096210,987194.0,1365914.0,12462124.0,12374583.359447688,11900052.830159156
2015-05-26,3315,3381,-1.0056343128115983,98.9943656871884,888130,1060617.0,1209792.0,12097922.0,12323550.820806384,11519043.370557105
2015-05-27,9371,5259,0.3469576467791428,100.34695764677915,1026001,951834.0,1373529.0,12399530.0,12584881.280152038,12862447.397575352
2015-05-28,2960,6888,-0.10677552854530464,99.8932244714547,1119663,1066744.0,1199944.0,12319607.0,12830007.382082708,12744586.959246464
2015-05-29,2364,3564,1.4695678012858202,101.46956780128582,903636,946468.0,1052848.0,11956484.0,12087018.975372642,13262673.216401298
2015-05-30,7474,3104,-0.10580165775049415,99.89419834224951,863500,839708.0,1176038.0,12039538.0,12339918.770763662,12255277.444563266
2015-05-31,9094,5810,0.5479336834170875,100.54793368341709,1059706,913015.0,1322245.0,12381951.0,12629083.646757469,13067430.593491139
2015-06-01,521,5381,-0.11037943440338809,99.88962056559662,1033670,1049002.0,1072447.0,12106117.0,12068314.74032846,11980011.192805748
2015-06-02,9636,5256,0.8019068647355492,100.80190686473554,1025811,822944.0,1256564.0,12282375.0,11965522.680052124,12607048.171840563
2015-06-03,8893,7035,0.891803086282279,100.89180308628228,1127318,987319.0,1387504.0,12514822.0,12060926.29999799,12774368.769023811
2015-06-04,7238,4367,-0.1350641517832777,99.86493584821672,965760,1074754.0,1400464.0,12366224.0,12422776.725589443,12314725.40416282
2015-06-05,1616,5236,-0.46769579540988143,99.53230420459012,1024541,1087840.0,1160560.0,12185101.0,12187394.469956191,11813237.833628286
2015-06-06,252,7418,-0.7007908364768708,99.29920916352313,1146749,915634.0,926974.0,12073723.0,11206633.381091744,10646000.711910248
2015-06-07,4350,5818,0.12508422198335245,100.12508422198336,1060179,705356.0,901106.0,11961285.0,11814777.500179099,11914844.87776578
2015-06-08,2966,5140,-0.31789085912863685,99.68210914087136,1018400,709443.0,842913.0,11861313.0,12350856.787241064,12096544.099938154
2015-06-09,619,4619,-0.2692664304375137,99.73073356956249,983591,665192.0,693047.0,11676638.0,11742337.705965105,11526924.561615095
2015-06-10,4252,6365,-0.7774067651493969,99.2225932348506,1091464,525547.0,716887.0,11808351.0,11825475.815474693,11203550.403355176
2015-06-11,2838,5290,0.37452180346163133,100.37452180346163,1027961,538357.0,666067.0,11694028.0,11230282.687577551,11529900.130346857
2015-06-12,8723,6409,-0.017786436748974052,99.98221356325102,1093898,530840.0,923375.0,12017273.0,12640549.975490812,12626320.826091632
2015-06-13,5579,4432,0.7293810840833473,100.72938108408334,970427,701452.0,952507.0,11922934.0,12015764.08342312,12599268.950689798
2015-06-14,8838,6638,-0.4342734241623557,99.56572657583764,1106378,727630.0,1125340.0,12231718.0,12465955.864287246,12118537.124957362
2015-06-15,6359,3186,0.3918950929647265,100.39189509296473,870946,872294.0,1158449.0,12029395.0,12399877.75382464,12713393.828196421
2015-06-16,184,6616,1.7535571090105904,101.75355710901059,1105192,920512.0,928792.0,12033984.0,11996656.189948775,13399501.877157247
2015-06-17,2273,5659,-1.7812937076551514,98.21870629234485,1050700,742060.0,844345.0,11895045.0,12757528.005069764,11332493.038945643
2015-06-18,5134,6572,-0.2961645435330765,99.70383545646692,1102812,658661.0,889691.0,11992503.0,11817187.581864376,11580255.947037915
2015-06-19,5220,6316,0.2802909762876822,100.28029097628769,1088740,700288.0,935188.0,12023928.0,12723163.323374469,12947396.104404615
2015-06-20,8709,2619,2.797455214977756,102.79745521497776,816382,745758.0,1137663.0,11954045.0,11457384.591750635,13695348.76373284
2015-06-21,2177,4122,1.2865511314506817,101.28655113145068,947720,893694.0,991659.0,11939379.0,12186389.79579086,13215630.700951405
2015-06-22,3679,5473,-1.6034108440377453,98.39658915596226,1039372,782357.0,947912.0,11987284.0,10301477.647071421,9018748.971841225
2015-06-23,4056,6261,-0.4667442750430061,99.53325572495699,1085665,724611.0,907131.0,11992796.0,12806774.655223293,12433379.235188888
2015-06-24,1184,5085,-0.7950882830612679,99.20491171693874,1014845,704139.0,757419.0,11772264.0,12967865.942511538,12331795.316062523
2015-06-25,7804,6500,1.121368119572382,101.12136811957238,1098894,571773.0,922953.0,12021847.0,12459446.924760312,13356541.420418218
2015-06-26,4162,3209,-1.2113456067952322,98.78865439320477,873010,713782.0,901072.0,11774082.0,12193648.692224532,11224572.206788346
2015-06-27,3239,4771,0.31822112803304464,100.31822112803304,994018,720146.0,865901.0,11859919.0,12080591.93099951,12335168.833425947
2015-06-28,1647,5987,-0.2758501888203772,99.72414981117963,1070057,683935.0,758050.0,11828107.0,11903074.857222835,11682394.706166534
2015-06-29,5212,6775,-1.4380808070537487,98.56191919294625,1113701,586594.0,821134.0,11934835.0,11936943.079678548,10786478.434035549
2015-06-30,4597,7202,1.090561683136614,101.09056168313661,1135879,636730.0,843595.0,11979474.0,12789087.893441727,13661537.239951018
2015-07-01,7536,4147,2.0302021518159767,102.03020215181597,949595,641211.0,980331.0,11929926.0,11694765.366911082,13318927.088363864
2015-07-02,526,5093,0.3505356214944603,100.35053562149446,1015364,775850.0,799520.0,11814884.0,12229201.076762281,12509629.57395785
2015-07-03,9883,6767,1.0971852349244784,101.09718523492448,1113276,625395.0,1070130.0,12183406.0,12134246.453445502,13011994.641385084
2015-07-04,3700,3133,0.851648509377641,100.85164850937764,866149,840426.0,1006926.0,11873075.0,11659853.867447767,12341172.67494988
2015-07-05,3080,4731,1.3568968170071918,101.3568968170072,991297,800964.0,939564.0,11930861.0,11575701.159747556,12661218.613353308
2015-07-06,1498,2839,1.9422537135893623,101.94225371358937,838452,721485.0,788895.0,11627347.0,11607562.774318164,13161365.745189654
2015-07-07,3672,4622,-0.36014707850947664,99.63985292149053,983799,615028.0,780268.0,11764067.0,12702053.205250025,12413935.542442443
2015-07-08,9297,5761,0.5326918148908498,100.53269181489085,1056802,611694.0,1030059.0,12086861.0,11740626.435710534,12166779.887623215
2015-07-09,680,4408,-0.14769066896739005,99.85230933103261,968709,817681.0,848281.0,11816990.0,12141868.038903244,12023715.503729332
2015-07-10,9137,4072,0.32318114186300645,100.323181141863,943947,658478.0,1069643.0,12013590.0,11928178.413456041,12186723.326946447
2015-07-11,6230,7497,-2.1712446349327026,97.8287553650673,1150670,837945.0,1118295.0,12268965.0,12689301.534409357,10952305.826463195
2015-07-12,110,2613,-1.5283041966166504,98.47169580338335,815763,865506.0,870456.0,11686219.0,12560106.441875687,11337463.084582366
2015-07-13,5954,4619,1.4429417650907304,101.44294176509074,983591,694331.0,962261.0,11945852.0,12289291.740467887,13443645.152540471
2015-07-14,8217,5990,-0.6583302294232206,99.34166977057679,1070230,731607.0,1101372.0,12171602.0,12135337.907073028,11608673.723534452
2015-07-15,4719,4917,0.6075316316053858,100.60753163160538,1003818,866795.0,1079150.0,12082968.0,12117901.313246286,12603926.618530594
2015-07-16,4921,5977,0.200596092218628,100.20059609221863,1069478,851414.0,1072859.0,12142337.0,12108462.461685656,12268939.335460559
2015-07-17,7920,5371,0.41796168306250747,100.4179616830625,1033046,852497.0,1208897.0,12241943.0,12304946.230329145,12639315.576779151
2015-07-18,6078,3304,0.7228416467493752,100.72284164674937,881429,952924.0,1226434.0,12107863.0,12905764.918998193,13484038.236397693
2015-07-19,4789,4536,1.1552472316907851,101.15524723169078,977795,945210.0,1160715.0,12138510.0,11946772.509839334,12870970.295191962
2015-07-20,9481,6470,1.5918866822804274,101.59188668228043,1097252,925943.0,1352588.0,12449840.0,10671728.332618738,11945237.67844308
2015-07-21,7283,3395,0.5483474951135989,100.5483474951136,889337,1046752.0,1374487.0,12263824.0,12662148.019872421,13100826.015963301
2015-07-22,816,3528,-1.3587424336237057,98.6412575663763,900631,1075507.0,1112227.0,12012858.0,11930763.457568388,10843769.510669423
2015-07-23,1981,6722,0.24436089040051975,100.24436089040051,1110880,889357.0,978502.0,12089382.0,12118611.809514241,12314100.521834657
2015-07-24,37,3804,-0.131550127717326,99.86844987228267,923150,759786.0,761451.0,11684601.0,12088592.562444923,11983352.460271062
2015-07-25,3973,2940,-0.44877342560655026,99.55122657439345,848184,577399.0,756184.0,11604368.0,12518652.852277923,12159634.111792684
2015-07-26,3968,6085,-0.3740835630436944,99.6259164369563,1075696,586706.0,765266.0,11840962.0,12042784.050062891,11743517.199627936
2015-07-27,2513,6949,1.2868916114665874,101.28689161146659,1122853,593191.0,706276.0,11829129.0,11664670.651997993,12694183.941171262
2015-07-28,867,2682,-0.5612612750588482,99.43873872494115,822831,534406.0,573421.0,11396252.0,11638961.689956393,11189952.669909315
2015-07-29,3173,7089,0.18854531545229847,100.1885453154523,1130102,435242.0,578027.0,11708129.0,12307067.618527608,12457903.870889448
2015-07-30,3148,2574,-0.06778224387195218,99.93221775612805,811710,443910.0,585570.0,11397280.0,12057388.93108427,12003163.135986708
2015-07-31,3147,7178,-0.9983178180126622,99.00168218198733,1134658,431808.0,573423.0,11708081.0,12628666.97777212,11830012.723361991
